,Target,Y_hat,Target_Sensation,Y_hat_Sensation
2767,1.0,1,Slighty warm,Slighty warm
2768,3.0,0,Hot,Neutral
2769,0.0,0,Neutral,Neutral
2770,1.0,1,Slighty warm,Slighty warm
2771,0.0,0,Neutral,Neutral
2772,1.0,0,Slighty warm,Neutral
2773,-1.0,0,Slighty cool,Neutral
2774,1.0,1,Slighty warm,Slighty warm
2775,1.0,1,Slighty warm,Slighty warm
2776,0.0,0,Neutral,Neutral
2777,0.0,1,Neutral,Slighty warm
2778,-1.0,0,Slighty cool,Neutral
2779,1.0,0,Slighty warm,Neutral
2780,1.0,0,Slighty warm,Neutral
2781,2.0,0,Warm,Neutral
2782,0.0,1,Neutral,Slighty warm
2783,-1.0,0,Slighty cool,Neutral
2784,1.0,0,Slighty warm,Neutral
2785,-1.0,-1,Slighty cool,Slighty cool
2786,0.0,1,Neutral,Slighty warm
2787,-1.0,0,Slighty cool,Neutral
2788,0.0,1,Neutral,Slighty warm
2789,0.0,1,Neutral,Slighty warm
2790,1.0,1,Slighty warm,Slighty warm
2791,0.0,1,Neutral,Slighty warm
2792,0.0,0,Neutral,Neutral
2793,0.0,1,Neutral,Slighty warm
2794,-1.0,-1,Slighty cool,Slighty cool
2795,2.0,1,Warm,Slighty warm
2796,0.0,0,Neutral,Neutral
2797,0.0,0,Neutral,Neutral
2798,-0.0,1,Neutral,Slighty warm
2799,-2.0,-1,Cool,Slighty cool
2800,0.0,0,Neutral,Neutral
2801,0.0,0,Neutral,Neutral
2802,0.0,0,Neutral,Neutral
2803,0.0,-1,Neutral,Slighty cool
2804,1.0,1,Slighty warm,Slighty warm
2805,2.0,0,Warm,Neutral
2806,2.0,0,Warm,Neutral
2807,3.0,2,Hot,Warm
2808,0.0,1,Neutral,Slighty warm
2809,2.0,2,Warm,Warm
2810,0.0,0,Neutral,Neutral
2811,1.0,1,Slighty warm,Slighty warm
2812,-2.0,0,Cool,Neutral
2813,-2.0,0,Cool,Neutral
2814,0.0,0,Neutral,Neutral
2815,-1.0,0,Slighty cool,Neutral
2816,0.0,0,Neutral,Neutral
2817,0.0,1,Neutral,Slighty warm
2818,1.0,0,Slighty warm,Neutral
2819,0.0,0,Neutral,Neutral
2820,0.0,0,Neutral,Neutral
2821,0.0,0,Neutral,Neutral
2822,0.0,0,Neutral,Neutral
2823,1.0,1,Slighty warm,Slighty warm
2824,2.0,1,Warm,Slighty warm
2825,0.0,-1,Neutral,Slighty cool
2826,-1.0,-1,Slighty cool,Slighty cool
2827,2.0,0,Warm,Neutral
2828,0.0,-1,Neutral,Slighty cool
2829,1.0,0,Slighty warm,Neutral
2830,0.0,0,Neutral,Neutral
2831,-1.0,0,Slighty cool,Neutral
2832,0.0,0,Neutral,Neutral
2833,0.0,0,Neutral,Neutral
2834,1.0,0,Slighty warm,Neutral
2835,-1.0,0,Slighty cool,Neutral
2836,-1.0,0,Slighty cool,Neutral
2837,-1.0,0,Slighty cool,Neutral
2838,-2.0,0,Cool,Neutral
2839,2.0,0,Warm,Neutral
2840,0.0,1,Neutral,Slighty warm
2841,0.0,2,Neutral,Warm
2842,0.0,0,Neutral,Neutral
2843,-1.0,-1,Slighty cool,Slighty cool
2844,-2.0,0,Cool,Neutral
2845,0.0,-1,Neutral,Slighty cool
2846,0.0,0,Neutral,Neutral
2847,0.0,-1,Neutral,Slighty cool
2848,0.0,0,Neutral,Neutral
2849,-1.0,0,Slighty cool,Neutral
2850,0.0,0,Neutral,Neutral
2851,3.0,1,Hot,Slighty warm
2852,0.0,0,Neutral,Neutral
2853,0.0,0,Neutral,Neutral
2854,0.0,0,Neutral,Neutral
2855,0.0,0,Neutral,Neutral
2856,1.0,2,Slighty warm,Warm
2857,0.0,1,Neutral,Slighty warm
2858,-1.0,-1,Slighty cool,Slighty cool
2859,0.0,0,Neutral,Neutral
2860,0.0,0,Neutral,Neutral
2861,0.0,0,Neutral,Neutral
2862,0.0,-1,Neutral,Slighty cool
2863,1.0,0,Slighty warm,Neutral
2864,0.0,0,Neutral,Neutral
2865,-2.0,-1,Cool,Slighty cool
2866,3.0,3,Hot,Hot
2867,-1.0,0,Slighty cool,Neutral
2868,-2.0,0,Cool,Neutral
2869,-1.0,0,Slighty cool,Neutral
2870,0.0,1,Neutral,Slighty warm
2871,0.0,0,Neutral,Neutral
2872,3.0,1,Hot,Slighty warm
2873,-3.0,-1,Cold,Slighty cool
2874,0.0,1,Neutral,Slighty warm
2875,-1.0,0,Slighty cool,Neutral
2876,0.0,0,Neutral,Neutral
2877,1.0,0,Slighty warm,Neutral
2878,-1.0,0,Slighty cool,Neutral
2879,0.0,0,Neutral,Neutral
2880,3.0,2,Hot,Warm
2881,2.0,1,Warm,Slighty warm
2882,0.0,0,Neutral,Neutral
2883,0.0,0,Neutral,Neutral
2884,-2.0,-1,Cool,Slighty cool
2885,1.0,1,Slighty warm,Slighty warm
2886,3.0,1,Hot,Slighty warm
2887,3.0,1,Hot,Slighty warm
2888,1.0,0,Slighty warm,Neutral
2889,1.0,0,Slighty warm,Neutral
2890,0.0,1,Neutral,Slighty warm
2891,0.0,0,Neutral,Neutral
2892,-1.0,0,Slighty cool,Neutral
2893,0.0,0,Neutral,Neutral
2894,0.0,0,Neutral,Neutral
2895,2.0,0,Warm,Neutral
2896,0.0,0,Neutral,Neutral
2897,2.0,1,Warm,Slighty warm
2898,-1.0,0,Slighty cool,Neutral
2899,0.0,-1,Neutral,Slighty cool
2900,-2.0,-1,Cool,Slighty cool
2901,0.0,0,Neutral,Neutral
2902,0.0,1,Neutral,Slighty warm
2903,-1.0,-1,Slighty cool,Slighty cool
2904,0.0,0,Neutral,Neutral
2905,1.0,0,Slighty warm,Neutral
2906,1.0,0,Slighty warm,Neutral
2907,0.0,0,Neutral,Neutral
2908,0.0,1,Neutral,Slighty warm
2909,2.0,0,Warm,Neutral
2910,3.0,1,Hot,Slighty warm
2911,-1.0,-1,Slighty cool,Slighty cool
2912,-1.0,0,Slighty cool,Neutral
2913,-2.0,0,Cool,Neutral
2914,0.0,0,Neutral,Neutral
2915,3.0,1,Hot,Slighty warm
2916,0.0,0,Neutral,Neutral
2917,0.0,0,Neutral,Neutral
2918,2.0,0,Warm,Neutral
2919,-1.0,0,Slighty cool,Neutral
2920,-2.0,0,Cool,Neutral
2921,-1.0,0,Slighty cool,Neutral
2922,0.0,0,Neutral,Neutral
2923,-1.0,0,Slighty cool,Neutral
2924,0.0,0,Neutral,Neutral
2925,-1.0,0,Slighty cool,Neutral
2926,-1.0,-1,Slighty cool,Slighty cool
2927,2.0,1,Warm,Slighty warm
2928,-1.0,0,Slighty cool,Neutral
2929,-1.0,0,Slighty cool,Neutral
2930,1.0,0,Slighty warm,Neutral
2931,1.0,2,Slighty warm,Warm
2932,-2.0,-1,Cool,Slighty cool
2933,-1.0,0,Slighty cool,Neutral
2934,0.0,1,Neutral,Slighty warm
2935,0.0,0,Neutral,Neutral
2936,0.0,0,Neutral,Neutral
2937,0.0,2,Neutral,Warm
2938,0.0,1,Neutral,Slighty warm
2939,-2.0,0,Cool,Neutral
2940,1.0,1,Slighty warm,Slighty warm
2941,-1.0,0,Slighty cool,Neutral
2942,0.0,0,Neutral,Neutral
2943,0.0,0,Neutral,Neutral
2944,0.0,0,Neutral,Neutral
2945,3.0,1,Hot,Slighty warm
2946,-1.0,-1,Slighty cool,Slighty cool
2947,-1.0,0,Slighty cool,Neutral
2948,0.0,0,Neutral,Neutral
2949,-1.0,1,Slighty cool,Slighty warm
2950,-1.0,0,Slighty cool,Neutral
2951,1.0,0,Slighty warm,Neutral
2952,0.0,0,Neutral,Neutral
2953,-0.0,1,Neutral,Slighty warm
2954,0.0,-1,Neutral,Slighty cool
2955,0.0,1,Neutral,Slighty warm
2956,-1.0,0,Slighty cool,Neutral
2957,2.0,0,Warm,Neutral
2958,0.0,0,Neutral,Neutral
2959,2.0,1,Warm,Slighty warm
2960,1.0,0,Slighty warm,Neutral
2961,-1.0,0,Slighty cool,Neutral
2962,-1.0,0,Slighty cool,Neutral
2963,-1.0,-1,Slighty cool,Slighty cool
2964,2.0,1,Warm,Slighty warm
2965,-1.0,0,Slighty cool,Neutral
2966,1.0,0,Slighty warm,Neutral
2967,-1.0,0,Slighty cool,Neutral
2968,-0.0,1,Neutral,Slighty warm
2969,0.0,0,Neutral,Neutral
2970,1.0,0,Slighty warm,Neutral
2971,0.0,0,Neutral,Neutral
2972,0.0,0,Neutral,Neutral
2973,1.0,2,Slighty warm,Warm
2974,0.0,0,Neutral,Neutral
2975,3.0,3,Hot,Hot
2976,0.0,0,Neutral,Neutral
2977,0.0,0,Neutral,Neutral
2978,-1.0,0,Slighty cool,Neutral
2979,3.0,2,Hot,Warm
2980,0.0,1,Neutral,Slighty warm
2981,0.0,1,Neutral,Slighty warm
2982,-0.0,1,Neutral,Slighty warm
2983,0.0,0,Neutral,Neutral
2984,-3.0,0,Cold,Neutral
2985,-2.0,0,Cool,Neutral
2986,1.0,1,Slighty warm,Slighty warm
2987,0.0,0,Neutral,Neutral
2988,0.0,0,Neutral,Neutral
2989,-1.0,0,Slighty cool,Neutral
2990,1.0,0,Slighty warm,Neutral
2991,-1.0,0,Slighty cool,Neutral
2992,-1.0,0,Slighty cool,Neutral
2993,2.0,0,Warm,Neutral
2994,0.0,-1,Neutral,Slighty cool
2995,0.0,0,Neutral,Neutral
2996,3.0,1,Hot,Slighty warm
2997,0.0,0,Neutral,Neutral
2998,0.0,0,Neutral,Neutral
2999,-1.0,2,Slighty cool,Warm
3000,0.0,0,Neutral,Neutral
3001,-1.0,0,Slighty cool,Neutral
3002,-2.0,-2,Cool,Cool
3003,0.0,0,Neutral,Neutral
3004,0.0,1,Neutral,Slighty warm
3005,2.0,-1,Warm,Slighty cool
3006,0.0,1,Neutral,Slighty warm
3007,-3.0,-2,Cold,Cool
3008,0.0,0,Neutral,Neutral
3009,0.0,-1,Neutral,Slighty cool
3010,-0.0,1,Neutral,Slighty warm
3011,1.0,1,Slighty warm,Slighty warm
3012,1.0,0,Slighty warm,Neutral
3013,1.0,1,Slighty warm,Slighty warm
3014,-2.0,0,Cool,Neutral
3015,0.0,0,Neutral,Neutral
3016,0.0,0,Neutral,Neutral
3017,-1.0,0,Slighty cool,Neutral
3018,-1.0,0,Slighty cool,Neutral
3019,0.0,1,Neutral,Slighty warm
3020,0.0,0,Neutral,Neutral
3021,1.0,-1,Slighty warm,Slighty cool
3022,1.0,0,Slighty warm,Neutral
3023,0.0,0,Neutral,Neutral
3024,2.0,1,Warm,Slighty warm
3025,0.0,0,Neutral,Neutral
3026,2.0,0,Warm,Neutral
3027,1.0,0,Slighty warm,Neutral
3028,0.0,0,Neutral,Neutral
3029,1.0,0,Slighty warm,Neutral
3030,1.0,1,Slighty warm,Slighty warm
3031,-1.0,0,Slighty cool,Neutral
3032,0.0,-1,Neutral,Slighty cool
3033,2.0,2,Warm,Warm
3034,0.0,0,Neutral,Neutral
3035,1.0,0,Slighty warm,Neutral
3036,0.0,0,Neutral,Neutral
3037,0.0,0,Neutral,Neutral
3038,3.0,1,Hot,Slighty warm
3039,3.0,1,Hot,Slighty warm
3040,-0.0,1,Neutral,Slighty warm
3041,2.0,0,Warm,Neutral
3042,0.0,0,Neutral,Neutral
3043,0.0,0,Neutral,Neutral
3044,1.0,0,Slighty warm,Neutral
3045,-2.0,1,Cool,Slighty warm
3046,-1.0,0,Slighty cool,Neutral
3047,0.0,0,Neutral,Neutral
3048,-2.0,0,Cool,Neutral
3049,0.0,0,Neutral,Neutral
3050,-1.0,1,Slighty cool,Slighty warm
3051,-1.0,0,Slighty cool,Neutral
3052,0.0,0,Neutral,Neutral
3053,3.0,3,Hot,Hot
3054,-1.0,0,Slighty cool,Neutral
3055,-1.0,0,Slighty cool,Neutral
3056,1.0,0,Slighty warm,Neutral
3057,-1.0,-1,Slighty cool,Slighty cool
3058,0.0,0,Neutral,Neutral
3059,0.0,0,Neutral,Neutral
3060,0.0,0,Neutral,Neutral
3061,0.0,1,Neutral,Slighty warm
3062,0.0,0,Neutral,Neutral
3063,1.0,1,Slighty warm,Slighty warm
3064,-1.0,0,Slighty cool,Neutral
3065,1.0,0,Slighty warm,Neutral
3066,-1.0,-1,Slighty cool,Slighty cool
3067,0.0,0,Neutral,Neutral
3068,-1.0,0,Slighty cool,Neutral
3069,0.0,0,Neutral,Neutral
3070,0.0,0,Neutral,Neutral
3071,-1.0,0,Slighty cool,Neutral
3072,0.0,0,Neutral,Neutral
3073,-2.0,0,Cool,Neutral
3074,0.0,0,Neutral,Neutral
3075,-0.0,1,Neutral,Slighty warm
3076,0.0,0,Neutral,Neutral
3077,-0.0,0,Neutral,Neutral
3078,-1.0,-1,Slighty cool,Slighty cool
3079,-1.0,0,Slighty cool,Neutral
3080,0.0,0,Neutral,Neutral
3081,0.0,0,Neutral,Neutral
3082,0.0,0,Neutral,Neutral
3083,-3.0,-2,Cold,Cool
3084,3.0,1,Hot,Slighty warm
3085,-1.0,0,Slighty cool,Neutral
3086,-1.0,0,Slighty cool,Neutral
3087,1.0,0,Slighty warm,Neutral
3088,0.0,0,Neutral,Neutral
3089,2.0,1,Warm,Slighty warm
3090,-1.0,0,Slighty cool,Neutral
3091,0.0,0,Neutral,Neutral
3092,-1.0,0,Slighty cool,Neutral
3093,0.0,0,Neutral,Neutral
3094,0.0,0,Neutral,Neutral
3095,-1.0,0,Slighty cool,Neutral
3096,-1.0,1,Slighty cool,Slighty warm
3097,-2.0,-1,Cool,Slighty cool
3098,-1.0,0,Slighty cool,Neutral
3099,-1.0,0,Slighty cool,Neutral
3100,0.0,0,Neutral,Neutral
3101,-1.0,0,Slighty cool,Neutral
3102,-0.0,0,Neutral,Neutral
3103,0.0,0,Neutral,Neutral
3104,0.0,0,Neutral,Neutral
3105,2.0,0,Warm,Neutral
3106,-1.0,0,Slighty cool,Neutral
3107,1.0,0,Slighty warm,Neutral
3108,-1.0,0,Slighty cool,Neutral
3109,0.0,0,Neutral,Neutral
3110,-2.0,0,Cool,Neutral
3111,-1.0,1,Slighty cool,Slighty warm
3112,0.0,0,Neutral,Neutral
3113,0.0,1,Neutral,Slighty warm
3114,1.0,0,Slighty warm,Neutral
3115,0.0,0,Neutral,Neutral
3116,1.0,0,Slighty warm,Neutral
3117,-2.0,-1,Cool,Slighty cool
3118,0.0,0,Neutral,Neutral
3119,-2.0,0,Cool,Neutral
3120,0.0,0,Neutral,Neutral
3121,-1.0,1,Slighty cool,Slighty warm
3122,1.0,1,Slighty warm,Slighty warm
3123,0.0,0,Neutral,Neutral
3124,0.0,0,Neutral,Neutral
3125,2.0,0,Warm,Neutral
3126,0.0,0,Neutral,Neutral
3127,3.0,0,Hot,Neutral
3128,3.0,2,Hot,Warm
3129,-1.0,0,Slighty cool,Neutral
3130,0.0,0,Neutral,Neutral
3131,0.0,1,Neutral,Slighty warm
3132,1.0,0,Slighty warm,Neutral
3133,0.0,0,Neutral,Neutral
3134,0.0,0,Neutral,Neutral
3135,1.0,0,Slighty warm,Neutral
3136,0.0,0,Neutral,Neutral
3137,0.0,0,Neutral,Neutral
3138,-1.0,0,Slighty cool,Neutral
3139,-1.0,-1,Slighty cool,Slighty cool
3140,0.0,0,Neutral,Neutral
3141,1.0,1,Slighty warm,Slighty warm
3142,0.0,0,Neutral,Neutral
3143,0.0,0,Neutral,Neutral
3144,1.0,1,Slighty warm,Slighty warm
3145,-2.0,-1,Cool,Slighty cool
3146,1.0,1,Slighty warm,Slighty warm
3147,0.0,0,Neutral,Neutral
3148,-1.0,0,Slighty cool,Neutral
3149,2.0,0,Warm,Neutral
3150,2.0,0,Warm,Neutral
3151,0.0,0,Neutral,Neutral
3152,2.0,1,Warm,Slighty warm
3153,0.0,0,Neutral,Neutral
3154,-1.0,0,Slighty cool,Neutral
3155,0.0,0,Neutral,Neutral
3156,0.0,0,Neutral,Neutral
3157,-1.0,2,Slighty cool,Warm
3158,-1.0,0,Slighty cool,Neutral
3159,1.0,1,Slighty warm,Slighty warm
3160,-1.0,0,Slighty cool,Neutral
3161,3.0,2,Hot,Warm
3162,0.0,0,Neutral,Neutral
3163,0.0,0,Neutral,Neutral
3164,0.0,0,Neutral,Neutral
3165,0.0,0,Neutral,Neutral
3166,0.0,1,Neutral,Slighty warm
3167,2.0,0,Warm,Neutral
3168,1.0,0,Slighty warm,Neutral
3169,0.0,2,Neutral,Warm
3170,0.0,2,Neutral,Warm
3171,0.0,0,Neutral,Neutral
3172,1.0,1,Slighty warm,Slighty warm
3173,0.0,0,Neutral,Neutral
3174,-1.0,0,Slighty cool,Neutral
3175,-2.0,-1,Cool,Slighty cool
3176,-1.0,-1,Slighty cool,Slighty cool
3177,0.0,1,Neutral,Slighty warm
3178,2.0,1,Warm,Slighty warm
3179,0.0,0,Neutral,Neutral
3180,2.0,-1,Warm,Slighty cool
3181,0.0,0,Neutral,Neutral
3182,0.0,0,Neutral,Neutral
3183,0.0,0,Neutral,Neutral
3184,1.0,1,Slighty warm,Slighty warm
3185,-1.0,-1,Slighty cool,Slighty cool
3186,2.0,0,Warm,Neutral
3187,-1.0,0,Slighty cool,Neutral
3188,0.0,1,Neutral,Slighty warm
3189,0.0,0,Neutral,Neutral
3190,0.0,0,Neutral,Neutral
3191,3.0,1,Hot,Slighty warm
3192,0.0,0,Neutral,Neutral
3193,1.0,0,Slighty warm,Neutral
3194,0.0,0,Neutral,Neutral
3195,-2.0,-1,Cool,Slighty cool
3196,-3.0,-1,Cold,Slighty cool
3197,0.0,0,Neutral,Neutral
3198,-1.0,0,Slighty cool,Neutral
3199,-1.0,-1,Slighty cool,Slighty cool
3200,-1.0,0,Slighty cool,Neutral
3201,-1.0,0,Slighty cool,Neutral
3202,-1.0,0,Slighty cool,Neutral
3203,0.0,0,Neutral,Neutral
3204,3.0,2,Hot,Warm
3205,2.0,0,Warm,Neutral
3206,0.0,0,Neutral,Neutral
3207,0.0,0,Neutral,Neutral
3208,0.0,0,Neutral,Neutral
3209,-2.0,-2,Cool,Cool
3210,0.0,0,Neutral,Neutral
3211,0.0,0,Neutral,Neutral
3212,-0.0,0,Neutral,Neutral
3213,1.0,0,Slighty warm,Neutral
3214,3.0,2,Hot,Warm
3215,0.0,0,Neutral,Neutral
3216,0.0,1,Neutral,Slighty warm
3217,2.0,2,Warm,Warm
3218,-0.0,1,Neutral,Slighty warm
3219,1.0,1,Slighty warm,Slighty warm
3220,1.0,1,Slighty warm,Slighty warm
3221,0.0,0,Neutral,Neutral
3222,3.0,1,Hot,Slighty warm
3223,3.0,1,Hot,Slighty warm
3224,0.0,0,Neutral,Neutral
3225,3.0,1,Hot,Slighty warm
3226,1.0,0,Slighty warm,Neutral
3227,0.0,0,Neutral,Neutral
3228,1.0,1,Slighty warm,Slighty warm
3229,0.0,0,Neutral,Neutral
3230,-1.0,0,Slighty cool,Neutral
3231,1.0,0,Slighty warm,Neutral
3232,0.0,0,Neutral,Neutral
3233,0.0,1,Neutral,Slighty warm
3234,1.0,0,Slighty warm,Neutral
3235,0.0,-1,Neutral,Slighty cool
3236,-1.0,1,Slighty cool,Slighty warm
3237,0.0,0,Neutral,Neutral
3238,1.0,1,Slighty warm,Slighty warm
3239,3.0,3,Hot,Hot
3240,1.0,1,Slighty warm,Slighty warm
3241,1.0,2,Slighty warm,Warm
3242,2.0,0,Warm,Neutral
3243,2.0,0,Warm,Neutral
3244,1.0,1,Slighty warm,Slighty warm
3245,0.0,1,Neutral,Slighty warm
3246,0.0,0,Neutral,Neutral
3247,-2.0,0,Cool,Neutral
3248,0.0,0,Neutral,Neutral
3249,-0.0,1,Neutral,Slighty warm
3250,1.0,1,Slighty warm,Slighty warm
3251,0.0,1,Neutral,Slighty warm
3252,1.0,2,Slighty warm,Warm
3253,-1.0,0,Slighty cool,Neutral
3254,1.0,0,Slighty warm,Neutral
3255,2.0,2,Warm,Warm
3256,-1.0,0,Slighty cool,Neutral
3257,2.0,0,Warm,Neutral
3258,-1.0,0,Slighty cool,Neutral
3259,0.0,0,Neutral,Neutral
3260,0.0,0,Neutral,Neutral
3261,0.0,0,Neutral,Neutral
3262,-1.0,0,Slighty cool,Neutral
3263,3.0,1,Hot,Slighty warm
3264,-1.0,0,Slighty cool,Neutral
3265,0.0,-1,Neutral,Slighty cool
3266,-0.0,1,Neutral,Slighty warm
3267,0.0,0,Neutral,Neutral
3268,-1.0,-1,Slighty cool,Slighty cool
3269,1.0,0,Slighty warm,Neutral
3270,0.0,0,Neutral,Neutral
3271,0.0,1,Neutral,Slighty warm
3272,0.0,1,Neutral,Slighty warm
3273,3.0,0,Hot,Neutral
3274,0.0,0,Neutral,Neutral
3275,0.0,0,Neutral,Neutral
3276,-0.0,0,Neutral,Neutral
3277,0.0,0,Neutral,Neutral
3278,0.0,0,Neutral,Neutral
3279,0.0,0,Neutral,Neutral
3280,0.0,0,Neutral,Neutral
3281,0.0,0,Neutral,Neutral
3282,0.0,0,Neutral,Neutral
3283,-1.0,-1,Slighty cool,Slighty cool
3284,2.0,0,Warm,Neutral
3285,2.0,0,Warm,Neutral
3286,0.0,0,Neutral,Neutral
3287,-1.0,-1,Slighty cool,Slighty cool
3288,0.0,0,Neutral,Neutral
3289,0.0,0,Neutral,Neutral
3290,0.0,-1,Neutral,Slighty cool
3291,0.0,0,Neutral,Neutral
3292,0.0,0,Neutral,Neutral
3293,0.0,0,Neutral,Neutral
3294,0.0,0,Neutral,Neutral
3295,-1.0,0,Slighty cool,Neutral
3296,2.0,1,Warm,Slighty warm
3297,0.0,-1,Neutral,Slighty cool
3298,0.0,1,Neutral,Slighty warm
3299,3.0,1,Hot,Slighty warm
3300,-2.0,0,Cool,Neutral
3301,3.0,2,Hot,Warm
3302,-2.0,-1,Cool,Slighty cool
3303,0.0,0,Neutral,Neutral
3304,2.0,1,Warm,Slighty warm
3305,0.0,0,Neutral,Neutral
3306,1.0,0,Slighty warm,Neutral
3307,2.0,1,Warm,Slighty warm
3308,0.0,0,Neutral,Neutral
3309,0.0,-1,Neutral,Slighty cool
3310,-1.0,0,Slighty cool,Neutral
3311,1.0,0,Slighty warm,Neutral
3312,0.0,0,Neutral,Neutral
3313,1.0,-1,Slighty warm,Slighty cool
3314,0.0,0,Neutral,Neutral
3315,-1.0,-1,Slighty cool,Slighty cool
3316,-1.0,-1,Slighty cool,Slighty cool
3317,-1.0,0,Slighty cool,Neutral
3318,-0.0,0,Neutral,Neutral
3319,-2.0,-1,Cool,Slighty cool
3320,0.0,1,Neutral,Slighty warm
3321,0.0,0,Neutral,Neutral
3322,-1.0,0,Slighty cool,Neutral
3323,0.0,0,Neutral,Neutral
3324,0.0,1,Neutral,Slighty warm
3325,2.0,1,Warm,Slighty warm
3326,0.0,1,Neutral,Slighty warm
3327,-1.0,-1,Slighty cool,Slighty cool
3328,-1.0,0,Slighty cool,Neutral
3329,1.0,0,Slighty warm,Neutral
3330,1.0,1,Slighty warm,Slighty warm
3331,-0.0,0,Neutral,Neutral
3332,0.0,0,Neutral,Neutral
3333,0.0,0,Neutral,Neutral
3334,1.0,-1,Slighty warm,Slighty cool
3335,0.0,0,Neutral,Neutral
3336,0.0,0,Neutral,Neutral
3337,2.0,0,Warm,Neutral
3338,-1.0,0,Slighty cool,Neutral
3339,2.0,0,Warm,Neutral
3340,0.0,0,Neutral,Neutral
3341,-3.0,-2,Cold,Cool
3342,1.0,0,Slighty warm,Neutral
3343,1.0,1,Slighty warm,Slighty warm
3344,0.0,0,Neutral,Neutral
3345,3.0,2,Hot,Warm
3346,0.0,0,Neutral,Neutral
3347,1.0,1,Slighty warm,Slighty warm
3348,-2.0,-2,Cool,Cool
3349,2.0,0,Warm,Neutral
3350,-2.0,0,Cool,Neutral
3351,0.0,0,Neutral,Neutral
3352,0.0,1,Neutral,Slighty warm
3353,0.0,0,Neutral,Neutral
3354,-1.0,0,Slighty cool,Neutral
3355,0.0,0,Neutral,Neutral
3356,-1.0,0,Slighty cool,Neutral
3357,0.0,0,Neutral,Neutral
3358,-1.0,0,Slighty cool,Neutral
3359,-1.0,0,Slighty cool,Neutral
3360,1.0,1,Slighty warm,Slighty warm
3361,0.0,0,Neutral,Neutral
3362,3.0,1,Hot,Slighty warm
3363,1.0,2,Slighty warm,Warm
3364,2.0,0,Warm,Neutral
3365,0.0,0,Neutral,Neutral
3366,0.0,0,Neutral,Neutral
3367,0.0,0,Neutral,Neutral
3368,0.0,0,Neutral,Neutral
3369,0.0,0,Neutral,Neutral
3370,-1.0,1,Slighty cool,Slighty warm
3371,-1.0,-1,Slighty cool,Slighty cool
3372,1.0,0,Slighty warm,Neutral
3373,1.0,1,Slighty warm,Slighty warm
3374,0.0,0,Neutral,Neutral
3375,0.0,0,Neutral,Neutral
3376,1.0,0,Slighty warm,Neutral
3377,1.0,0,Slighty warm,Neutral
3378,1.0,2,Slighty warm,Warm
3379,3.0,2,Hot,Warm
3380,-1.0,0,Slighty cool,Neutral
3381,0.0,-1,Neutral,Slighty cool
3382,3.0,1,Hot,Slighty warm
3383,3.0,2,Hot,Warm
3384,0.0,-1,Neutral,Slighty cool
3385,0.0,0,Neutral,Neutral
3386,0.0,1,Neutral,Slighty warm
3387,-1.0,-1,Slighty cool,Slighty cool
3388,-1.0,0,Slighty cool,Neutral
3389,0.0,0,Neutral,Neutral
3390,-1.0,0,Slighty cool,Neutral
3391,1.0,0,Slighty warm,Neutral
3392,0.0,1,Neutral,Slighty warm
3393,0.0,0,Neutral,Neutral
3394,0.0,0,Neutral,Neutral
3395,-1.0,0,Slighty cool,Neutral
3396,-1.0,-1,Slighty cool,Slighty cool
3397,0.0,-1,Neutral,Slighty cool
3398,0.0,1,Neutral,Slighty warm
3399,-1.0,0,Slighty cool,Neutral
3400,-1.0,0,Slighty cool,Neutral
3401,1.0,1,Slighty warm,Slighty warm
3402,1.0,1,Slighty warm,Slighty warm
3403,0.0,0,Neutral,Neutral
3404,0.0,0,Neutral,Neutral
3405,2.0,0,Warm,Neutral
3406,0.0,0,Neutral,Neutral
3407,0.0,-1,Neutral,Slighty cool
3408,0.0,0,Neutral,Neutral
3409,0.0,0,Neutral,Neutral
3410,2.0,1,Warm,Slighty warm
3411,0.0,0,Neutral,Neutral
3412,-1.0,1,Slighty cool,Slighty warm
3413,1.0,1,Slighty warm,Slighty warm
3414,0.0,0,Neutral,Neutral
3415,2.0,1,Warm,Slighty warm
3416,1.0,-1,Slighty warm,Slighty cool
3417,-1.0,0,Slighty cool,Neutral
3418,-1.0,0,Slighty cool,Neutral
3419,-1.0,0,Slighty cool,Neutral
3420,-1.0,-1,Slighty cool,Slighty cool
3421,0.0,0,Neutral,Neutral
3422,0.0,1,Neutral,Slighty warm
3423,3.0,1,Hot,Slighty warm
3424,0.0,1,Neutral,Slighty warm
3425,0.0,0,Neutral,Neutral
3426,-1.0,0,Slighty cool,Neutral
3427,2.0,0,Warm,Neutral
3428,0.0,0,Neutral,Neutral
3429,0.0,-1,Neutral,Slighty cool
3430,0.0,0,Neutral,Neutral
3431,1.0,0,Slighty warm,Neutral
3432,0.0,1,Neutral,Slighty warm
3433,2.0,1,Warm,Slighty warm
3434,0.0,0,Neutral,Neutral
3435,1.0,0,Slighty warm,Neutral
3436,0.0,0,Neutral,Neutral
3437,0.0,1,Neutral,Slighty warm
3438,0.0,1,Neutral,Slighty warm
3439,-1.0,0,Slighty cool,Neutral
3440,3.0,0,Hot,Neutral
3441,1.0,0,Slighty warm,Neutral
3442,-3.0,-2,Cold,Cool
3443,3.0,2,Hot,Warm
3444,1.0,1,Slighty warm,Slighty warm
3445,2.0,1,Warm,Slighty warm
3446,1.0,0,Slighty warm,Neutral
3447,1.0,1,Slighty warm,Slighty warm
3448,0.0,0,Neutral,Neutral
3449,0.0,0,Neutral,Neutral
